pm_name,pm_Latitude,pm_Longitude,pm_type,pm_LandPublicArea,pm_location
辛亥一號公園,25.0227108,121.53266144,公園,769,溫州街30巷14號
和平公園,25.023490906,121.54251862,公園,1760,和平東路2段118巷6弄
和安公園,25.034509659,121.54447937,公園,1541,復興南路1段313巷
居安公園,25.029680252,121.54933167,公園,2089,敦化南路2段81巷口右側
延吉公園,25.042570114,121.55577087,公園,2284,延吉街131巷
昌隆198公園,25.0437603,121.5357132,公園,3807,市民大道與建國南路交叉口
東豐公園,25.035779953,121.54486084,公園,1421,復興南路1段279巷
法治公園,25.026910782,121.55291748,公園,1763,通化街186巷
臥龍公園,25.016700745,121.54988861,公園,3133,卧龍街118巷辛亥路3段交叉口
虎嘯公園,25.022529602,121.54927826,公園,2019,敦化南路2段319號旁
金山公園,25.0309597984,121.5247560551,公園,2286,金山南路二段92巷底
金杭公園,25.0329003787,121.5268770542,公園,4271,金山南路二段30巷
金華公園,25.029590607,121.53117371,公園,4390,金華街164巷1弄3號
附中公園,25.036340714,121.54225922,公園,2369,信義路3段147巷內
青峰公園,25.015699387,121.55140686,公園,2105,辛亥路3段239號邊
師大公園,25.024599075,121.52837372,公園,4802,師大路浦城街口
泰順公園,25.024620056,121.5316391,公園,1386,泰順街27巷旁
通化公園,25.032159805,121.5545578,公園,1180,文昌街與通化街口
富陽自然生態公園,25.016674,121.557488,公園,38066,富陽街底、聯勤彈葯庫舊址
敦仁公園,25.0404019091,121.5469086971,公園,1757,敦化南路1段236巷與仁愛路4段71巷交口
敦安公園,25.034460068,121.55370331,公園,2820,信義路四段265巷12弄
敦親公園,25.022659302,121.54090881,公園,1593,和平東路2段96巷底
新龍公園,25.027650833,121.54016113,公園,2255,台北市大安區瑞安街214巷
溫州公園,25.018800735,121.53134155,公園,1287,羅斯福路3段283巷與新生南路3段86巷交叉口
瑞安公園,25.026130676,121.53935242,公園,742,瑞安街155巷口
群賢公園,25.025400162,121.54656982,公園,869,和平東路2段311巷43弄
誠安公園,25.042490005,121.54090881,公園,1816,忠孝東路3段237巷
嘉興公園,25.021369934,121.55194855,公園,6330,樂業街與嘉興街口
寧馨公園A,25.04434967,121.53349304,公園,2080,八德路2段台北科大北側
福州山公園,25.015890121,121.55161285,公園,172488,辛亥路三段、興隆超市旁(福州山)
德安公園,25.034879684,121.54777527,公園,1617,四維路52巷
黎孝公園,25.019760132,121.55599213,公園,1014,和平東路3段308巷15弄
黎和生態公園,25.015128,121.560002,公園,18000,和平東路3段512巷底
錦安公園,25.027980804,121.52794647,公園,1246,金山南路2段203巷及麗水街口
龍生公園,25.026010513,121.54139709,公園,1281,和平東路二段175巷內
龍門公園,25.024259567,121.53668213,公園,1395,建國南路2段308巷
龍陣一號公園,25.027589798,121.5425415,公園,1451,復興南路2段180巷15弄
龍陣二號公園 A,25.029239655,121.5424881,公園,2056,瑞安街61號
龍陣二號公園 B,25.029239655,121.5424881,公園,2056,瑞安街61號
龍圖公園,25.030490875,121.54160309,公園,1234,復興南路2段78巷42弄
龍鳳公園,25.0256109235,121.5432735481,公園,1001,復興南路二段、和平東路二段219巷口
臨江公園,25.028160095,121.55574036,公園,1358,基隆路2段132巷13號
麗水公園,25.03191447,121.5280876,公園,901,金華街199巷9弄
大安125號綠地,25.044420242,121.53368378,綠地,1397,八德路，中央圖書館台灣分館(國立台北工專前)
大安195號綠地,25.020019531,121.53143311,綠地,266,臺北市大安區溫州街58巷
黎和綠地,25.015930176,121.56056976,綠地,385,台北市大安區臥龍街324號
錦華綠地,25.029579163,121.52957916,綠地,365,金華街，永康街55巷交叉口
三張里公園,25.030929565,121.56672668,公園,9475,松平路77號旁
三犁公園,25.029779434,121.57002258,公園,3372,信義路五段150巷14弄旁
三興公園,25.028579712,121.55954742,公園,3306,吳興街156巷40弄與吳興街118巷間
中全公園,25.038589478,121.57489014,公園,5060,虎林街164巷與松德路邊
中興公園,25.034269333,121.55924988,公園,2453,基隆路一段380巷 與光復南路473巷旁
五分埔公園,25.04693985,121.58010101,公園,8444,中坡北路、松隆路口(松山車站前)
五常公園,25.047689438,121.57434082,公園,6942,松隆路272號與永吉路225巷邊
四育公園,25.046760559,121.57514191,公園,1766,虎林街50巷與永吉路321巷邊
永吉公園,25.043590546,121.57504272,公園,2200,永吉路278巷57弄內
永春公園,25.042299271,121.57911682,公園,1172,忠孝東路五段703巷1弄與松山路393巷
永春陂濕地公園,25.032812,121.580069,公園,39832,松山路松山家商旁
永春崗公園,25.031709671,121.57759094,公園,11302,信義區松山路656巷2號旁
交五,25.049209595,121.57415009,公園,10745,信義區市民大道六段（松信路至虎林街）
安強公園,25.036689758,121.57534027,公園,1090,虎林街202巷66弄
吳興公園,25.023290634,121.56793976,公園,1176,吳興街432巷114號
念儒公園,25.037719727,121.57376099,公園,777,忠孝東路五段236巷37弄底
林口2號綠地(松光),25.0399,121.57882,公園,1988,松山路465巷
林口公園,25.039060593,121.57894897,公園,2117,松山路515巷
松友公園,25.033910751,121.57614899,公園,2196,信義路六段76巷2弄
松壽廣場,25.037389755,121.56607819,公園,5914,松智路右側(信義計畫區)
松德公園,25.036020279,121.57328796,公園,10767,信義區松德路180巷8之1號對面
虎林公園,25.031480789,121.5772934,公園,9547,信義路六段76巷8弄與松德路307巷
信義352號公園 (松智公園),25.035820007,121.56551361,公園,11807,信義區松智路1號
信義安康公園,25.035720825,121.57006836,公園,10609,信義區松勇路47號旁
春光公園,25.042230606,121.58074188,公園,4241,忠孝東路五段、林口街口
革新公園,25.043830872,121.56736755,公園,1585,基隆路一段109巷與松隆路邊
泰和公園,25.023139954,121.56819916,公園,1422,吳興街583巷與600巷67弄間
眷村文化公園,25.031639099,121.56175232,公園,13000,松勤路與莊敬路交口
富台公園,25.042070389,121.57224274,公園,1959,"松信路,虎林街120巷交叉口"
富生1號公園,25.0422291931,121.5698486381,公園,1736.31,永吉路30巷167弄底
富生2號公園,25.0423805333,121.5696237077,公園,1178.83,永吉路30巷157弄底
富生公園,25.042089462,121.56984711,公園,6907,永吉路30巷167弄底
惠安公園,25.024549484,121.56462097,公園,8609,吳興街320巷65號前
景平公園,25.02989006,121.56394196,公園,1609,莊敬路289巷口
景勤1號公園,25.026330948,121.56025696,公園,11563,吳興街220巷59弄旁(台北醫學院斜對)
景勤2號公園,25.026039124,121.55748749,公園,11790,臺北市信義區嘉興里信安街49號
象山公園,25.030410767,121.57009125,公園,41827,信義區信義路5段150巷
雅祥公園,25.047569275,121.57183075,公園,3065,松信路與基隆路一段35巷7弄邊
福祥公園,25.046039581,121.57050323,公園,835,永吉路127巷與松隆路99號邊
福德公園,25.038240433,121.58184814,公園,1290,福德街與大道路口
黎忠公園,25.019079208,121.55937195,公園,1014,和平東路三段435巷7弄
黎富公園,25.021009445,121.55670166,公園,900,富陽街92號前
黎雙公園,25.024980545,121.56346893,公園,2176,吳興街284巷22弄(北醫南側)
糶米公園,25.018614,121.572468,公園,1926,吳興街600巷旁
太子綠地,25.045190811,121.57707214,綠地,168,永吉路與虎林街交叉處
交六,25.049329758,121.57086945,綠地,6832,市民大道6段(松信路至基隆路一段間)
松光綠地,25.039499283,121.57852936,綠地,1611,台北市信義區松山路465巷4號
松隆綠地,25.034959793,121.58010864,綠地,2112,松山商職西南側松山路650巷
信義350綠地,25.039230347,121.56256866,綠地,3461,松高路及基隆路交叉
信義351號綠地,25.039180756,121.56543732,綠地,8313,松高路本線基隆路口至松仁路口
信義353號綠地 (松仁綠地),25.032749176,121.56771851,綠地,11202,信義路五段南側與松仁路西側間
信義354號綠地,25.029460907,121.56842041,綠地,9014,松仁路東側，信義路北側
信義355號綠地,25.030899048,121.56833649,綠地,5472,松仁路東側、信義路五段南側
信義356號綠地,25.033380508,121.57370758,綠地,8227,信義路五段北側、松德路西側
信義382號綠地 (惠安水與綠生活綠地),25.023359299,121.5682373,綠地,288,吳興街432巷37弄
崇德綠地,25.024219513,121.55545044,綠地,284,台北市信義區嘉興街270號
黎平綠地,25.023189545,121.55712128,綠地,100,臺北市崇德街146巷17號
市民廣場,25.036640167,121.56275177,廣場,42851,信義區市府路1號對面
忠信廣場,25.040540695,121.56790924,廣場,7777,忠孝東路與松仁路交叉口(信義計畫區)
信義20號廣場,25.048749924,121.57758331,廣場,1549,市民大道與松隆路及松山路
信義21號廣場,25.034730911,121.56446838,廣場,5102,信義計畫、市府路
信義21號廣場,25.034730911,121.56446838,廣場,5102,信義計畫、市府路
信義廣場,25.033479691,121.56604004,廣場,9456,松智路與信義路交叉口(信義計畫區)
厚生廣場,25.043409348,121.56809998,廣場,1611,永吉路30巷102弄與松隆路旁
景聯廣場,25.032520294,121.56140137,廣場,2055,臺北市吳興街7巷
三重世貿公園,25.057929993,121.61538696,公園,12038,南港區經貿二路106巷
中南公園,25.05121994,121.61547089,公園,325,忠孝東路七段596巷中南社區東側山坡上
中研公園,25.046890259,121.61305237,公園,14672,南港區研究路2段12巷58弄
中興公園,25.044200897,121.61485291,公園,1168,研究院路二段98巷
六福公園,25.047260284,121.61650848,公園,7104,研究院路二段35巷23弄
四分河濱公園,25.048629761,121.61569214,公園,11956,南港區研究院路2段2巷54弄
市民公園,25.049289703,121.5817337,公園,1050,玉成街38巷東北側，東新街12巷南側
玉成公園,25.042549133,121.58550262,公園,40587,南港區中坡南路55號
玉東公園,25.050188,121.584156,公園,9500,東新街與市民大道交叉口
合成18號綠園,25.046260834,121.58291626,公園,5631,臺北市忠孝東路6段玉成街口至東新街口
合成8號綠園,25.050830841,121.59378815,公園,21321,臺北市南港區東新街至忠孝東路6段449號
合成公園,25.045099258,121.58113861,公園,372,永吉路536巷與中坡北路交叉口
合樂公園,25.048500061,121.58188629,公園,2204,玉成街(原南隆鐵工廠)
百福公園,25.037939072,121.58853912,公園,2756,福德街309巷19號對面
幸福公園,25.046020508,121.61605072,公園,4861,研究院路二段35巷旁交通資訊:公車圓拱橋站步行約3分鐘
昆陽公園,25.048719406,121.59420013,公園,1537,昆陽街171巷1-5弄東側、龍華路南側
東坡公園,25.045230865,121.5933075,公園,1184,東新街170巷5號後側
東明公園,25.054800034,121.6036377,公園,7450,南港路二段86巷9弄
東陽公園,25.057439804,121.60373688,公園,9947,臺北市南港區重陽路187巷旁
南汐公園,25.054679871,121.61769104,公園,7487,南港路一段與研究路一段交叉口
南港公園,25.043069839,121.59191132,公園,118849,南港區東新街170之1號
南興公園,25.054019928,121.60690308,公園,4801,南港路一段360號南側交通資訊:公車南港行政中心站旁，或捷運南港站、臺鐵南港站步行約5分鐘
後山埤公園,25.043710709,121.58995056,公園,57833,南港區東新街170之1號
胡適公園,25.039920807,121.61791229,公園,21124,南港區研究院路2段130號對面
重陽公園,25.056200027,121.59915161,公園,2610,臺北市南港區重陽路120號旁交通資訊:公車中國電視公司站旁
理想公園,25.039869308,121.62158966,公園,2078,舊莊街一段145巷6弄28號交通資訊:公車舊莊國小站步行約3分鐘
瓶蓋印象公園,25.053719,121.606226,公園,1910,南港區興華路、市民大道口
港後公園,25.062749863,121.61537933,公園,1770,臺北市南港區經貿二路255巷交通資訊:公車南港軟體園區北站步行約3分鐘，或捷運南港展覽館站步行約15
湧聲公園,25.043279648,121.59275818,公園,1555,東新街170巷(自辦重劃區)
新勝公園,25.048849106,121.59316254,公園,2845,昆陽街152巷33號
新富公園,25.053030014,121.61695862,公園,795,研究院路一段65巷交通資訊:誠正國中公車站步行約3分鐘，或捷運南港展覽館站步行約10分鐘
新新公園,25.051391,121.588752,公園,25373,南港路三段109巷南側
萬福公園,25.04624939,121.58444977,公園,1964,忠孝東路六段70巷10號對面
經貿公園,25.062580109,121.61636353,公園,2632,臺北市南港區經園街66號前 交通資訊:公車南港軟體園區北站步行約3分鐘，或捷運南港展覽館站步行約15
福山公園,25.044700623,121.61785126,公園,3678,研究院路二段61巷1弄16號交通資訊：公車中研院站步行約3分鐘
興南公園,25.055120468,121.59739685,公園,1585,興南街與重陽路交叉口交通資訊:搭乘公車紅32605副線至興華路站步行約3分鐘即可到達搭乘捷運捷運至捷
興華公園,25.056770325,121.60478973,公園,724,興華路114巷交通資訊:公車興華路站步行約3分鐘，或捷運南港站、臺鐵南港站步行約15分鐘
錫口廊道,25.0510065705,121.5799313646,公園,4200,南港區南港路三段與八德路四段交界
聯成公園,25.046590805,121.58721924,公園,2383,忠孝東路六段250巷1弄
舊莊公園,25.041370392,121.62026978,公園,3346,舊莊街一段145巷12號前交通資訊:公車舊莊國小站步行約3分鐘
四分綠地B1,25.0362486047,121.6147741395,綠地,7207,南港區研究院路二段182巷58弄6-3號對面
四分綠地B2,25.0362857837,121.6147134971,綠地,7207,南港區研究院路二段182巷58弄6-3號對面
四分綠地D,25.0339495567,121.6124162133,綠地,7207,左至研究院路三段68巷北側右至凌雲街北側
