飯店名稱,評論分數,館內熱門設施,住客評論(前3則),行政區,地址,緯度,經度,房型名稱,價格,可住宿人數,房型圖片網址,飯店連結,星等
有誠商旅,8.8,禁菸客房、健身中心、免費無線網路、免費停車、24 小時接待櫃檯、電梯、行李寄存、每日清潔服務、早餐評價超棒,「我已經住三次了，每次去臺北如果要去故宮或者士林的話，住在這裡最好，CP 值很高。  感覺飯店沒什麼生意，所以一整天都看不到什麼員工或其他房客，感覺非常好。」 | 「服務人員的態度都很友善，連停車場停車的解說都很詳細。。房間及浴室空間都不小，雖然旅店有些老舊但維持的很乾淨舒服。早餐依照各人需求點餐，既不浪費份量也很足夠！」 | 「都很滿意」,士林區,台北士林區至善路二段55號,25.097724,121.54503899999996,標準房,5080,2,#RD148644904,https://www.booking.com/hotel/tw/yusense-you-cheng-shang-lu.zh-tw.html,4
大湖璞旅,8.8,禁菸客房、健身中心、免費無線網路、客房服務、餐廳、家庭房、24 小時接待櫃檯、早餐評價很好,「交通方便 乾淨整潔」 | 「升等 有充電器」 | 「櫃檯人員態度親切」,內湖區,台北內湖區成功路5段462號,25.073391,121.606402,標準房,4284,2,#RD812813604,https://www.booking.com/hotel/tw/da-hu-pu-lu.zh-tw.html,4
大湖璞旅,8.8,禁菸客房、健身中心、免費無線網路、客房服務、餐廳、家庭房、24 小時接待櫃檯、早餐評價很好,「交通方便 乾淨整潔」 | 「升等 有充電器」 | 「櫃檯人員態度親切」,內湖區,台北內湖區成功路5段462號,25.073391,121.606402,標準房,7224,2,#RD812813609,https://www.booking.com/hotel/tw/da-hu-pu-lu.zh-tw.html,4
台北國泰萬怡酒店,9.0,禁菸客房、健身中心、免費無線網路、客房服務、免費停車、3 間餐廳、24 小時接待櫃檯、酒吧、早餐評價還不錯,「櫃檯人員態度親切，房間乾淨沒有異味，餐點也很好吃。」 | 「服務非常好👍房間非常乾淨」 | 「房間物超所值！」,中山區,台北中山區民生東路3段6號,25.057722,121.538128,標準房,8500,2,#RD441113108,https://www.booking.com/hotel/tw/courtyard-by-marriott-taipei-downtown.zh-tw.html,4
台北國泰萬怡酒店,9.0,禁菸客房、健身中心、免費無線網路、客房服務、免費停車、3 間餐廳、24 小時接待櫃檯、酒吧、早餐評價還不錯,「櫃檯人員態度親切，房間乾淨沒有異味，餐點也很好吃。」 | 「服務非常好👍房間非常乾淨」 | 「房間物超所值！」,中山區,台北中山區民生東路3段6號,25.057722,121.538128,標準房,9700,2,無,https://www.booking.com/hotel/tw/courtyard-by-marriott-taipei-downtown.zh-tw.html,4
台北國泰萬怡酒店,9.0,禁菸客房、健身中心、免費無線網路、客房服務、免費停車、3 間餐廳、24 小時接待櫃檯、酒吧、早餐評價還不錯,「櫃檯人員態度親切，房間乾淨沒有異味，餐點也很好吃。」 | 「服務非常好👍房間非常乾淨」 | 「房間物超所值！」,中山區,台北中山區民生東路3段6號,25.057722,121.538128,標準房,8800,2,#RD441113104,https://www.booking.com/hotel/tw/courtyard-by-marriott-taipei-downtown.zh-tw.html,4
台北國泰萬怡酒店,9.0,禁菸客房、健身中心、免費無線網路、客房服務、免費停車、3 間餐廳、24 小時接待櫃檯、酒吧、早餐評價還不錯,「櫃檯人員態度親切，房間乾淨沒有異味，餐點也很好吃。」 | 「服務非常好👍房間非常乾淨」 | 「房間物超所值！」,中山區,台北中山區民生東路3段6號,25.057722,121.538128,標準房,10000,2,無,https://www.booking.com/hotel/tw/courtyard-by-marriott-taipei-downtown.zh-tw.html,4
台北國泰萬怡酒店,9.0,禁菸客房、健身中心、免費無線網路、客房服務、免費停車、3 間餐廳、24 小時接待櫃檯、酒吧、早餐評價還不錯,「櫃檯人員態度親切，房間乾淨沒有異味，餐點也很好吃。」 | 「服務非常好👍房間非常乾淨」 | 「房間物超所值！」,中山區,台北中山區民生東路3段6號,25.057722,121.538128,標準房,9400,1,無,https://www.booking.com/hotel/tw/courtyard-by-marriott-taipei-downtown.zh-tw.html,4
柔美精品商旅,8.4,禁菸客房、免費無線網路、免費停車、機場接駁車、24 小時接待櫃檯、電梯、行李寄存,「地點，性價比」 | 「升等後，空間大房間舒適，採光好，以商務的角度是首選，難怪很多日本客喜歡來這間，會繼續來住。」 | 「晚上在小巨蛋看演唱會搖滾區腿很累，在大大的浴缸泡熱水澡能充分紓解疲勞！🥰」,中山區,台北中山區建國北路二段64巷9號,25.05439656898996,121.53595715761185,標準房,6569,3,#RD17317205,https://www.booking.com/hotel/tw/roumei-boutique.zh-tw.html,4
柔美精品商旅,8.4,禁菸客房、免費無線網路、免費停車、機場接駁車、24 小時接待櫃檯、電梯、行李寄存,「地點，性價比」 | 「升等後，空間大房間舒適，採光好，以商務的角度是首選，難怪很多日本客喜歡來這間，會繼續來住。」 | 「晚上在小巨蛋看演唱會搖滾區腿很累，在大大的浴缸泡熱水澡能充分紓解疲勞！🥰」,中山區,台北中山區建國北路二段64巷9號,25.05439656898996,121.53595715761185,標準房,5749,2,#RD17317213,https://www.booking.com/hotel/tw/roumei-boutique.zh-tw.html,4
美福大飯店,9.4,室外游泳池、禁菸客房、健身中心、免費無線網路、客房服務、免費停車、機場接駁車、早餐評價超棒,「這次入住美福飯店，整體體驗非常滿意，值得推薦！  服務人員親切又專業，從入住到退房都讓人感到賓至如歸。房間乾淨整潔，完全沒有煙味，住起來非常舒適。  房內的...」 | 「環境很好很舒服」 | 「設施都很讚」,中山區,台北中山區樂群二路55號,25.0801066321067,121.55376316979527,標準房,9660,2,#RD172712714,https://www.booking.com/hotel/tw/tai-bei-mei-fu-da-fan-dian-grand-mayfull-taipei.zh-tw.html,5
美福大飯店,9.4,室外游泳池、禁菸客房、健身中心、免費無線網路、客房服務、免費停車、機場接駁車、早餐評價超棒,「這次入住美福飯店，整體體驗非常滿意，值得推薦！  服務人員親切又專業，從入住到退房都讓人感到賓至如歸。房間乾淨整潔，完全沒有煙味，住起來非常舒適。  房內的...」 | 「環境很好很舒服」 | 「設施都很讚」,中山區,台北中山區樂群二路55號,25.0801066321067,121.55376316979527,標準房,10654,1,無,https://www.booking.com/hotel/tw/tai-bei-mei-fu-da-fan-dian-grand-mayfull-taipei.zh-tw.html,5
美福大飯店,9.4,室外游泳池、禁菸客房、健身中心、免費無線網路、客房服務、免費停車、機場接駁車、早餐評價超棒,「這次入住美福飯店，整體體驗非常滿意，值得推薦！  服務人員親切又專業，從入住到退房都讓人感到賓至如歸。房間乾淨整潔，完全沒有煙味，住起來非常舒適。  房內的...」 | 「環境很好很舒服」 | 「設施都很讚」,中山區,台北中山區樂群二路55號,25.0801066321067,121.55376316979527,標準房,9660,2,#RD172712715,https://www.booking.com/hotel/tw/tai-bei-mei-fu-da-fan-dian-grand-mayfull-taipei.zh-tw.html,5
美福大飯店,9.4,室外游泳池、禁菸客房、健身中心、免費無線網路、客房服務、免費停車、機場接駁車、早餐評價超棒,「這次入住美福飯店，整體體驗非常滿意，值得推薦！  服務人員親切又專業，從入住到退房都讓人感到賓至如歸。房間乾淨整潔，完全沒有煙味，住起來非常舒適。  房內的...」 | 「環境很好很舒服」 | 「設施都很讚」,中山區,台北中山區樂群二路55號,25.0801066321067,121.55376316979527,標準房,11250,2,無,https://www.booking.com/hotel/tw/tai-bei-mei-fu-da-fan-dian-grand-mayfull-taipei.zh-tw.html,5
美福大飯店,9.4,室外游泳池、禁菸客房、健身中心、免費無線網路、客房服務、免費停車、機場接駁車、早餐評價超棒,「這次入住美福飯店，整體體驗非常滿意，值得推薦！  服務人員親切又專業，從入住到退房都讓人感到賓至如歸。房間乾淨整潔，完全沒有煙味，住起來非常舒適。  房內的...」 | 「環境很好很舒服」 | 「設施都很讚」,中山區,台北中山區樂群二路55號,25.0801066321067,121.55376316979527,標準房,10967,2,#RD172712724,https://www.booking.com/hotel/tw/tai-bei-mei-fu-da-fan-dian-grand-mayfull-taipei.zh-tw.html,5
美福大飯店,9.4,室外游泳池、禁菸客房、健身中心、免費無線網路、客房服務、免費停車、機場接駁車、早餐評價超棒,「這次入住美福飯店，整體體驗非常滿意，值得推薦！  服務人員親切又專業，從入住到退房都讓人感到賓至如歸。房間乾淨整潔，完全沒有煙味，住起來非常舒適。  房內的...」 | 「環境很好很舒服」 | 「設施都很讚」,中山區,台北中山區樂群二路55號,25.0801066321067,121.55376316979527,標準房,11635,1,無,https://www.booking.com/hotel/tw/tai-bei-mei-fu-da-fan-dian-grand-mayfull-taipei.zh-tw.html,5
美福大飯店,9.4,室外游泳池、禁菸客房、健身中心、免費無線網路、客房服務、免費停車、機場接駁車、早餐評價超棒,「這次入住美福飯店，整體體驗非常滿意，值得推薦！  服務人員親切又專業，從入住到退房都讓人感到賓至如歸。房間乾淨整潔，完全沒有煙味，住起來非常舒適。  房內的...」 | 「環境很好很舒服」 | 「設施都很讚」,中山區,台北中山區樂群二路55號,25.0801066321067,121.55376316979527,標準房,12203,2,#RD172712712,https://www.booking.com/hotel/tw/tai-bei-mei-fu-da-fan-dian-grand-mayfull-taipei.zh-tw.html,5
美福大飯店,9.4,室外游泳池、禁菸客房、健身中心、免費無線網路、客房服務、免費停車、機場接駁車、早餐評價超棒,「這次入住美福飯店，整體體驗非常滿意，值得推薦！  服務人員親切又專業，從入住到退房都讓人感到賓至如歸。房間乾淨整潔，完全沒有煙味，住起來非常舒適。  房內的...」 | 「環境很好很舒服」 | 「設施都很讚」,中山區,台北中山區樂群二路55號,25.0801066321067,121.55376316979527,標準房,12871,1,無,https://www.booking.com/hotel/tw/tai-bei-mei-fu-da-fan-dian-grand-mayfull-taipei.zh-tw.html,5
美福大飯店,9.4,室外游泳池、禁菸客房、健身中心、免費無線網路、客房服務、免費停車、機場接駁車、早餐評價超棒,「這次入住美福飯店，整體體驗非常滿意，值得推薦！  服務人員親切又專業，從入住到退房都讓人感到賓至如歸。房間乾淨整潔，完全沒有煙味，住起來非常舒適。  房內的...」 | 「環境很好很舒服」 | 「設施都很讚」,中山區,台北中山區樂群二路55號,25.0801066321067,121.55376316979527,標準房,35884,2,#RD172712710,https://www.booking.com/hotel/tw/tai-bei-mei-fu-da-fan-dian-grand-mayfull-taipei.zh-tw.html,5
美福大飯店,9.4,室外游泳池、禁菸客房、健身中心、免費無線網路、客房服務、免費停車、機場接駁車、早餐評價超棒,「這次入住美福飯店，整體體驗非常滿意，值得推薦！  服務人員親切又專業，從入住到退房都讓人感到賓至如歸。房間乾淨整潔，完全沒有煙味，住起來非常舒適。  房內的...」 | 「環境很好很舒服」 | 「設施都很讚」,中山區,台北中山區樂群二路55號,25.0801066321067,121.55376316979527,標準房,20679,1,#RD172712713,https://www.booking.com/hotel/tw/tai-bei-mei-fu-da-fan-dian-grand-mayfull-taipei.zh-tw.html,5
台北六福萬怡酒店,8.8,禁菸客房、健身中心、免費無線網路、客房服務、免費停車、機場接駁車、酒吧、早餐評價很好,「升等為行政套房視野很棒」 | 「地點很棒，離高鐵、捷運站只要走幾分鐘，逛商場也很方便。房間空間大，環境整潔。」 | 「地點很好，就在南港高鐵站」,南港區,台北南港區No,25.052216,121.606514,標準房,10200,2,#RD160824705,https://www.booking.com/hotel/tw/courtyard-by-marriott-taipei.zh-tw.html,5
台北六福萬怡酒店,8.8,禁菸客房、健身中心、免費無線網路、客房服務、免費停車、機場接駁車、酒吧、早餐評價很好,「升等為行政套房視野很棒」 | 「地點很棒，離高鐵、捷運站只要走幾分鐘，逛商場也很方便。房間空間大，環境整潔。」 | 「地點很好，就在南港高鐵站」,南港區,台北南港區No,25.052216,121.606514,標準房,11400,2,無,https://www.booking.com/hotel/tw/courtyard-by-marriott-taipei.zh-tw.html,5
台北六福萬怡酒店,8.8,禁菸客房、健身中心、免費無線網路、客房服務、免費停車、機場接駁車、酒吧、早餐評價很好,「升等為行政套房視野很棒」 | 「地點很棒，離高鐵、捷運站只要走幾分鐘，逛商場也很方便。房間空間大，環境整潔。」 | 「地點很好，就在南港高鐵站」,南港區,台北南港區No,25.052216,121.606514,標準房,10800,1,無,https://www.booking.com/hotel/tw/courtyard-by-marriott-taipei.zh-tw.html,5
見潭璞旅,8.6,禁菸客房、免費無線網路、私人停車場、家庭房、24 小時接待櫃檯、洗衣、電梯、熱水按摩池、行李寄存,「所在位置方便」 | 「地點便利」 | 「地點極佳」,士林區,台北士林區承德路四段250號,25.089179,121.520456,標準房,4378,2,#RD950367609,https://www.booking.com/hotel/tw/jian-tan-pu-lu.zh-tw.html,4
見潭璞旅,8.6,禁菸客房、免費無線網路、私人停車場、家庭房、24 小時接待櫃檯、洗衣、電梯、熱水按摩池、行李寄存,「所在位置方便」 | 「地點便利」 | 「地點極佳」,士林區,台北士林區承德路四段250號,25.089179,121.520456,標準房,4708,2,#RD950367610,https://www.booking.com/hotel/tw/jian-tan-pu-lu.zh-tw.html,4
見潭璞旅,8.6,禁菸客房、免費無線網路、私人停車場、家庭房、24 小時接待櫃檯、洗衣、電梯、熱水按摩池、行李寄存,「所在位置方便」 | 「地點便利」 | 「地點極佳」,士林區,台北士林區承德路四段250號,25.089179,121.520456,標準房,4708,2,#RD950367611,https://www.booking.com/hotel/tw/jian-tan-pu-lu.zh-tw.html,4
台北士林萬麗酒店,8.1,室內游泳池、禁菸客房、健身中心、免費無線網路、客房服務、停車場（館內）、4 間餐廳、酒吧、早餐評價很好,「整體住宿的體驗都很不錯，很舒適，房間也非常整潔。 櫃檯接待的經理也很親切～」 | 「房間風景很棒，飯店自助早餐種類多元，精緻好吃。」 | 「床很舒適，浴室很整潔」,士林區,台北士林區中山北路五段470巷8號,25.093153,121.529224,標準房,10390,2,#RD393390901,https://www.booking.com/hotel/tw/renaissance-taipei-shihlin.zh-tw.html,5
台北士林萬麗酒店,8.1,室內游泳池、禁菸客房、健身中心、免費無線網路、客房服務、停車場（館內）、4 間餐廳、酒吧、早餐評價很好,「整體住宿的體驗都很不錯，很舒適，房間也非常整潔。 櫃檯接待的經理也很親切～」 | 「房間風景很棒，飯店自助早餐種類多元，精緻好吃。」 | 「床很舒適，浴室很整潔」,士林區,台北士林區中山北路五段470巷8號,25.093153,121.529224,標準房,11390,2,無,https://www.booking.com/hotel/tw/renaissance-taipei-shihlin.zh-tw.html,5
台北士林萬麗酒店,8.1,室內游泳池、禁菸客房、健身中心、免費無線網路、客房服務、停車場（館內）、4 間餐廳、酒吧、早餐評價很好,「整體住宿的體驗都很不錯，很舒適，房間也非常整潔。 櫃檯接待的經理也很親切～」 | 「房間風景很棒，飯店自助早餐種類多元，精緻好吃。」 | 「床很舒適，浴室很整潔」,士林區,台北士林區中山北路五段470巷8號,25.093153,121.529224,標準房,10890,1,無,https://www.booking.com/hotel/tw/renaissance-taipei-shihlin.zh-tw.html,5
台北士林萬麗酒店,8.1,室內游泳池、禁菸客房、健身中心、免費無線網路、客房服務、停車場（館內）、4 間餐廳、酒吧、早餐評價很好,「整體住宿的體驗都很不錯，很舒適，房間也非常整潔。 櫃檯接待的經理也很親切～」 | 「房間風景很棒，飯店自助早餐種類多元，精緻好吃。」 | 「床很舒適，浴室很整潔」,士林區,台北士林區中山北路五段470巷8號,25.093153,121.529224,標準房,11083,2,#RD393390902,https://www.booking.com/hotel/tw/renaissance-taipei-shihlin.zh-tw.html,5
台北士林萬麗酒店,8.1,室內游泳池、禁菸客房、健身中心、免費無線網路、客房服務、停車場（館內）、4 間餐廳、酒吧、早餐評價很好,「整體住宿的體驗都很不錯，很舒適，房間也非常整潔。 櫃檯接待的經理也很親切～」 | 「房間風景很棒，飯店自助早餐種類多元，精緻好吃。」 | 「床很舒適，浴室很整潔」,士林區,台北士林區中山北路五段470巷8號,25.093153,121.529224,標準房,12083,2,無,https://www.booking.com/hotel/tw/renaissance-taipei-shihlin.zh-tw.html,5
台北士林萬麗酒店,8.1,室內游泳池、禁菸客房、健身中心、免費無線網路、客房服務、停車場（館內）、4 間餐廳、酒吧、早餐評價很好,「整體住宿的體驗都很不錯，很舒適，房間也非常整潔。 櫃檯接待的經理也很親切～」 | 「房間風景很棒，飯店自助早餐種類多元，精緻好吃。」 | 「床很舒適，浴室很整潔」,士林區,台北士林區中山北路五段470巷8號,25.093153,121.529224,標準房,11583,1,無,https://www.booking.com/hotel/tw/renaissance-taipei-shihlin.zh-tw.html,5
台北士林萬麗酒店,8.1,室內游泳池、禁菸客房、健身中心、免費無線網路、客房服務、停車場（館內）、4 間餐廳、酒吧、早餐評價很好,「整體住宿的體驗都很不錯，很舒適，房間也非常整潔。 櫃檯接待的經理也很親切～」 | 「房間風景很棒，飯店自助早餐種類多元，精緻好吃。」 | 「床很舒適，浴室很整潔」,士林區,台北士林區中山北路五段470巷8號,25.093153,121.529224,標準房,11083,2,#RD393390903,https://www.booking.com/hotel/tw/renaissance-taipei-shihlin.zh-tw.html,5
台北歐華酒店,8.8,禁菸客房、健身中心、免費無線網路、客房服務、私人停車場、機場接駁車、酒吧、早餐評價還不錯,「一、位置好，停車尚稱方便。 二、房間乾淨，安靜。 三、早餐很ok，選擇性很多，量亦足夠。」 | 「飯店的服務人員」 | 「精緻的南法式莊潢，感受非常舒適放鬆！就像回到家的感覺，舒適、放鬆、完全的休息！」,中山區,台北中山區林森北路646號,25.06812433743836,121.52564808726312,標準房,5423,2,#RD30906511,https://www.booking.com/hotel/tw/the-riviera-taipei.zh-tw.html,4
台北歐華酒店,8.8,禁菸客房、健身中心、免費無線網路、客房服務、私人停車場、機場接駁車、酒吧、早餐評價還不錯,「一、位置好，停車尚稱方便。 二、房間乾淨，安靜。 三、早餐很ok，選擇性很多，量亦足夠。」 | 「飯店的服務人員」 | 「精緻的南法式莊潢，感受非常舒適放鬆！就像回到家的感覺，舒適、放鬆、完全的休息！」,中山區,台北中山區林森北路646號,25.06812433743836,121.52564808726312,標準房,6803,2,#RD30906509,https://www.booking.com/hotel/tw/the-riviera-taipei.zh-tw.html,4
臺北車站智選假日酒店,8.2,禁菸客房、免費無線網路、餐廳、家庭房、24 小時接待櫃檯、電梯、行李寄存、早餐評價超棒,"「Friendly staff and good location.」 | 「overall」 | 「Location: Situated in an area with lots to do & see. Also fairly close to the international airport. Room: clean, and comfortable Staff: Cali on the desk was fabulous.」",大同區,台北大同區重慶北路一段73號,25.05249,121.51427,標準房,6699,2,#RD32156219,https://www.booking.com/hotel/tw/new-continental.zh-tw.html,3
臺北車站智選假日酒店,8.2,禁菸客房、免費無線網路、餐廳、家庭房、24 小時接待櫃檯、電梯、行李寄存、早餐評價超棒,"「Friendly staff and good location.」 | 「overall」 | 「Location: Situated in an area with lots to do & see. Also fairly close to the international airport. Room: clean, and comfortable Staff: Cali on the desk was fabulous.」",大同區,台北大同區重慶北路一段73號,25.05249,121.51427,標準房,6699,2,#RD32156220,https://www.booking.com/hotel/tw/new-continental.zh-tw.html,3
臺北車站智選假日酒店,8.2,禁菸客房、免費無線網路、餐廳、家庭房、24 小時接待櫃檯、電梯、行李寄存、早餐評價超棒,"「Friendly staff and good location.」 | 「overall」 | 「Location: Situated in an area with lots to do & see. Also fairly close to the international airport. Room: clean, and comfortable Staff: Cali on the desk was fabulous.」",大同區,台北大同區重慶北路一段73號,25.05249,121.51427,標準房,6699,2,#RD32156221,https://www.booking.com/hotel/tw/new-continental.zh-tw.html,3
臺北車站智選假日酒店,8.2,禁菸客房、免費無線網路、餐廳、家庭房、24 小時接待櫃檯、電梯、行李寄存、早餐評價超棒,"「Friendly staff and good location.」 | 「overall」 | 「Location: Situated in an area with lots to do & see. Also fairly close to the international airport. Room: clean, and comfortable Staff: Cali on the desk was fabulous.」",大同區,台北大同區重慶北路一段73號,25.05249,121.51427,標準房,8432,2,#RD32156222,https://www.booking.com/hotel/tw/new-continental.zh-tw.html,3
臺北車站智選假日酒店,8.2,禁菸客房、免費無線網路、餐廳、家庭房、24 小時接待櫃檯、電梯、行李寄存、早餐評價超棒,"「Friendly staff and good location.」 | 「overall」 | 「Location: Situated in an area with lots to do & see. Also fairly close to the international airport. Room: clean, and comfortable Staff: Cali on the desk was fabulous.」",大同區,台北大同區重慶北路一段73號,25.05249,121.51427,標準房,8432,2,#RD32156223,https://www.booking.com/hotel/tw/new-continental.zh-tw.html,3
北投老爺酒店,8.8,禁菸客房、健身中心、免費無線網路、客房服務、SPA & 養生會館、餐廳、24 小時接待櫃檯、早餐評價超棒,"「幫家人慶生有在訂房時備註，飯店送的生日小蛋糕很好吃，房間內設備都很棒服務很好」 | 「房裡有溫泉泡非常讚！ 整個房間很乾淨整潔 電視有Netflix,Disney+,Youtube 大眾溫泉也非常棒 入住時還有密室逃脫玩！ 沒想到飯堂裡竟然還自己做一個密室逃脫！」 | 「服務人員耐心介紹環境且態度優良 有事情時也樂意幫忙且提出解決辦法 住宿那麼多次第一次遇到那麼好的服務人員。」",北投區,台北北投區中和街2號1樓及6-12樓,25.137483947691692,121.50371761670226,標準房,8736,2,#RD138136701,https://www.booking.com/hotel/tw/royal-hotel-beitou.zh-tw.html,5
台北星辰大飯店,8.8,禁菸客房、免費無線網路、免費停車、機場接駁車、餐廳、24 小時接待櫃檯、洗衣、早餐評價很好,"「早餐的生菜沙拉多樣化,咖啡很好喝」 | 「很不錯 很舒服」 | 「房間非常舒適空間很夠，早餐簡單但應有盡有又好吃，整體非常滿意！」",中正區,台北中正區金山南路一段80號,25.0363974997646,121.52763694524764,標準房,3570,2,#RD28710201,https://www.booking.com/hotel/tw/xing-chen-fan-dian.zh-tw.html,3
台北星辰大飯店,8.8,禁菸客房、免費無線網路、免費停車、機場接駁車、餐廳、24 小時接待櫃檯、洗衣、早餐評價很好,"「早餐的生菜沙拉多樣化,咖啡很好喝」 | 「很不錯 很舒服」 | 「房間非常舒適空間很夠，早餐簡單但應有盡有又好吃，整體非常滿意！」",中正區,台北中正區金山南路一段80號,25.0363974997646,121.52763694524764,標準房,4800,2,#RD28710206,https://www.booking.com/hotel/tw/xing-chen-fan-dian.zh-tw.html,3
台北W 酒店,9.0,室外游泳池、禁菸客房、健身中心、免費無線網路、客房服務、免費停車、機場接駁車、酒吧、早餐評價還不錯,「地點。人員友善。設施齊全。房間舒適度。」 | 「此次入住的是奇幻套房 (Fantastic Suite)，對於W提供的接待服務非常滿意，包含從上午於WOOBAR用餐，一直到Check-In，之後晚上在最頂樓的YEN Bar紫艷酒吧觀賞101、享用餐點 &...」 | 「房間非常美，夜景超棒，打掃乾淨，無可挑剔。」,信義區,台北信義區忠孝東路5段10號,25.04054332758169,121.56597912311554,標準房,17780,3,#RD33385911,https://www.booking.com/hotel/tw/w-taipei.zh-tw.html,5
台北W 酒店,9.0,室外游泳池、禁菸客房、健身中心、免費無線網路、客房服務、免費停車、機場接駁車、酒吧、早餐評價還不錯,「地點。人員友善。設施齊全。房間舒適度。」 | 「此次入住的是奇幻套房 (Fantastic Suite)，對於W提供的接待服務非常滿意，包含從上午於WOOBAR用餐，一直到Check-In，之後晚上在最頂樓的YEN Bar紫艷酒吧觀賞101、享用餐點 &...」 | 「房間非常美，夜景超棒，打掃乾淨，無可挑剔。」,信義區,台北信義區忠孝東路5段10號,25.04054332758169,121.56597912311554,標準房,15500,2,無,https://www.booking.com/hotel/tw/w-taipei.zh-tw.html,5
台北W 酒店,9.0,室外游泳池、禁菸客房、健身中心、免費無線網路、客房服務、免費停車、機場接駁車、酒吧、早餐評價還不錯,「地點。人員友善。設施齊全。房間舒適度。」 | 「此次入住的是奇幻套房 (Fantastic Suite)，對於W提供的接待服務非常滿意，包含從上午於WOOBAR用餐，一直到Check-In，之後晚上在最頂樓的YEN Bar紫艷酒吧觀賞101、享用餐點 &...」 | 「房間非常美，夜景超棒，打掃乾淨，無可挑剔。」,信義區,台北信義區忠孝東路5段10號,25.04054332758169,121.56597912311554,標準房,16900,2,無,https://www.booking.com/hotel/tw/w-taipei.zh-tw.html,5
金普頓大安酒店 - 洲際酒店集團酒店,9.2,禁菸客房、健身中心、免費無線網路、客房服務、免費停車、餐廳、24 小時接待櫃檯、酒吧、早餐評價超棒,「整體很棒」 | 「非常有善毛孩～」 | 「從每一位員工、到酒店內每一個環節，都讓人感受真誠與用心。」,大安區,台北大安區大安區仁愛路四段27巷25號,25.040529,121.54537,標準房,20264,2,#RD415514702,https://www.booking.com/hotel/tw/kimpton-da-an.zh-tw.html,5
金普頓大安酒店 - 洲際酒店集團酒店,9.2,禁菸客房、健身中心、免費無線網路、客房服務、免費停車、餐廳、24 小時接待櫃檯、酒吧、早餐評價超棒,「整體很棒」 | 「非常有善毛孩～」 | 「從每一位員工、到酒店內每一個環節，都讓人感受真誠與用心。」,大安區,台北大安區大安區仁愛路四段27巷25號,25.040529,121.54537,標準房,22089,2,無,https://www.booking.com/hotel/tw/kimpton-da-an.zh-tw.html,5
金普頓大安酒店 - 洲際酒店集團酒店,9.2,禁菸客房、健身中心、免費無線網路、客房服務、免費停車、餐廳、24 小時接待櫃檯、酒吧、早餐評價超棒,「整體很棒」 | 「非常有善毛孩～」 | 「從每一位員工、到酒店內每一個環節，都讓人感受真誠與用心。」,大安區,台北大安區大安區仁愛路四段27巷25號,25.040529,121.54537,標準房,20264,2,#RD415514709,https://www.booking.com/hotel/tw/kimpton-da-an.zh-tw.html,5
金普頓大安酒店 - 洲際酒店集團酒店,9.2,禁菸客房、健身中心、免費無線網路、客房服務、免費停車、餐廳、24 小時接待櫃檯、酒吧、早餐評價超棒,「整體很棒」 | 「非常有善毛孩～」 | 「從每一位員工、到酒店內每一個環節，都讓人感受真誠與用心。」,大安區,台北大安區大安區仁愛路四段27巷25號,25.040529,121.54537,標準房,23441,2,#RD415514730,https://www.booking.com/hotel/tw/kimpton-da-an.zh-tw.html,5
金普頓大安酒店 - 洲際酒店集團酒店,9.2,禁菸客房、健身中心、免費無線網路、客房服務、免費停車、餐廳、24 小時接待櫃檯、酒吧、早餐評價超棒,「整體很棒」 | 「非常有善毛孩～」 | 「從每一位員工、到酒店內每一個環節，都讓人感受真誠與用心。」,大安區,台北大安區大安區仁愛路四段27巷25號,25.040529,121.54537,標準房,25266,2,無,https://www.booking.com/hotel/tw/kimpton-da-an.zh-tw.html,5
旅居文旅-中山館,8.7,禁菸客房、免費無線網路、家庭房、24 小時接待櫃檯、洗衣、電梯、行李寄存、每日清潔服務,「性價比高。」 | 「驚艷的選書 乾淨的三樓空間，可隨時取用好吃的餅乾飲料吧 地點良好」 | 「地點很便利，24小時的自助吧～ 房間也很棒，空間大，寢具很舒服😊」,中山區,台北中山區錦西街6號,25.06026641080828,121.52194744361644,標準房,3808,2,#RD214118114,https://www.booking.com/hotel/tw/bai-li.zh-tw.html,3
旅居文旅-中山館,8.7,禁菸客房、免費無線網路、家庭房、24 小時接待櫃檯、洗衣、電梯、行李寄存、每日清潔服務,「性價比高。」 | 「驚艷的選書 乾淨的三樓空間，可隨時取用好吃的餅乾飲料吧 地點良好」 | 「地點很便利，24小時的自助吧～ 房間也很棒，空間大，寢具很舒服😊」,中山區,台北中山區錦西街6號,25.06026641080828,121.52194744361644,標準房,4998,2,#RD214118109,https://www.booking.com/hotel/tw/bai-li.zh-tw.html,3
旅居文旅-中山館,8.7,禁菸客房、免費無線網路、家庭房、24 小時接待櫃檯、洗衣、電梯、行李寄存、每日清潔服務,「性價比高。」 | 「驚艷的選書 乾淨的三樓空間，可隨時取用好吃的餅乾飲料吧 地點良好」 | 「地點很便利，24小時的自助吧～ 房間也很棒，空間大，寢具很舒服😊」,中山區,台北中山區錦西街6號,25.06026641080828,121.52194744361644,標準房,5168,2,#RD214118111,https://www.booking.com/hotel/tw/bai-li.zh-tw.html,3
