lat,lon,name,address
25.035807,121.497508,大嘉藥局,臺北市萬華區梧州街４６巷６號
25.02336,121.500693,信昌藥局,臺北市萬華區長泰街３６號１樓
25.026277,121.499962,民和藥局,臺北市萬華區民和街５號１樓
25.039949,121.5025,生活大藥局,臺北市萬華區貴陽街２段１２４號
25.042163,121.504577,您永安藥局,臺北市萬華區昆明街１６２號
25.02279,121.501626,皇祥藥局,臺北市萬華區萬青街１６５號１樓
25.036538,121.501637,日昇藥局,臺北市萬華區廣州街１２４號
25.024953,121.500258,聯慶大藥局,臺北市萬華區萬大路３０６號１樓
25.032117,121.493851,益源藥局,臺北市萬華區大理街１６０巷２６弄２號
25.021779,121.498523,欣安藥局,臺北市萬華區東園街１９０、１９２號
25.025294,121.494773,寶興大藥局,臺北市萬華區寶興街１１９號
25.032466,121.491923,健誠大藥局,臺北市萬華區環河南路２段１８５號
25.040617,121.505129,專品藥局,臺北市萬華區長沙街２段７１－１號
25.028004,121.494771,瑞生藥局,臺北市萬華區西園路２段２５２號
25.026266,121.500294,萬華藥局,臺北市萬華區萬大路２４８號實際營業地址１樓、２樓
25.026491,121.500595,榮勝藥局,臺北市萬華區萬大路２３３號
25.037227,121.500654,松本藥局,臺北市萬華區西昌街２３３號
25.029443,121.501673,柏祥藥局,臺北市萬華區西藏路１４１號
25.027077,121.5064,正盛藥局,臺北市萬華區中華路２段４３４－１號
25.032593,121.492039,啟仁藥局,臺北市萬華區環河南路２段１７７號
25.038917,121.498545,光華藥局,臺北市萬華區華西街１９－５號
24.99512,121.539341,瑞安藥局,臺北市文山區溪口街６９－１號１樓
25.001482,121.552442,逸仙藥師藥局,臺北市文山區興隆路２段２１８－１號１樓
24.985142,121.561325,康宜庭生活藥局,臺北市文山區興隆路４段６４號
24.996933,121.547879,仙瑩藥局,臺北市文山區景華街１６６號
24.999517,121.547004,舒博威藥局,臺北市文山區興隆路２段９５巷３號
24.991001,121.539844,佳醫景美藥局,臺北市文山區羅斯福路６段２９０號
24.999554,121.547763,華君藥局,臺北市文山區興隆路２段６０號
24.989007,121.562067,皇興藥師藥局,臺北市文山區木柵路２段１２１號
25.002028,121.538294,宇康藥局,臺北市文山區羅斯福路５段２１８巷７號
25.003221,121.538448,康宜庭萬隆藥局,臺北市文山區羅斯福路５段２０２號
24.986829,121.569669,振大藥局,臺北市文山區永安街２２巷１６號
